PATIENT ID,SECESSION CIVIL WAR BINARY,SECESSION CIVIL WAR YES/NO,GENDER BINARY,GENDER,AGE,AGE 60 PLUS,60 PLUS YES/NO,1ST AMENDMENT LOSS YES/NO,1ST AMENDMENT LOSS BINARY,2ND AMENDMENT LOSS YES/NO,2ND AMENDMENT LOSS BINARY,PARTISANSHIP YES/NO,PARTISANSHIP BINARY,HIGHER TAXES YES/NO,HIGHER TAXES BINARY,VOTER FRAUD YES/NO,VOTER FRAUD BINARY,BIG TECH YES/NO,BIG TECH BINARY,DYSFUNCTIONAL GOV BINARY,DYSFUNCTIONAL GOV YES/NO,OLIGARCHY BINARY,OLIGARCHY YES/NO,BORDER LOSS BINARY,BORDER LOSS YES/NO,SCANDALS IN BIDEN WH BINARY,SCANDALS IN BIDEN WH YES/NO,LOSS OF ENERGY BINARY,LOSS OF ENERGY YES/NO,COVID ISSUES BINARY,COVID ISSUES YES/NO,JOB LOSS BINARY,JOB LOSS YES/NO,1619 VS 1776 BINARY,1619 VS 1776 YES/NO
P139,0,No,1,Male,68,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P140,0,No,1,Male,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P141,1,Yes,0,Female,72,1,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P142,0,No,0,Female,86,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P143,0,No,0,Female,43,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P144,1,Yes,0,Female,53,0,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P145,0,No,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P146,1,Yes,1,Male,39,0,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P147,0,No,0,Female,83,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P148,1,Yes,1,Male,57,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P149,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P150,0,No,1,Male,62,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P151,1,Yes,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P152,0,No,1,Male,67,1,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P153,1,Yes,0,Female,59,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P154,0,No,1,Male,54,0,No,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P155,1,Yes,1,Male,70,1,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P156,1,Yes,0,Female,75,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P157,0,No,0,Female,60,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P158,0,No,1,Male,87,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P159,0,No,0,Female,51,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P160,0,No,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P161,1,Yes,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P162,1,Yes,1,Male,64,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P163,0,No,0,Female,70,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P164,1,Yes,0,Female,55,0,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P165,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P166,1,Yes,1,Male,36,0,No,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P167,1,Yes,1,Male,63,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P168,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P169,0,No,0,Female,80,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P170,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P171,0,No,1,Male,89,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P172,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P173,1,Yes,1,Male,66,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P174,1,Yes,1,Male,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P175,1,Yes,0,Female,69,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P176,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P177,1,Yes,0,Female,93,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P178,1,Yes,1,Male,85,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P179,0,Yes,1,Male,40,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P180,1,Yes,1,Male,51,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P181,0,No,1,Male,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P182,0,No,1,Male,72,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P183,0,No,0,Female,70,1,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P184,0,No,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P185,1,Yes,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P186,1,Yes,0,Female,56,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P187,1,Yes,0,Female,56,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P188,0,No,0,Female,53,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P189,0,No,0,Female,52,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P190,1,Yes,1,Male,37,0,No,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P191,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P192,0,No,0,Female,38,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P193,1,Yes,1,Male,81,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P194,1,Yes,0,Female,78,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P195,1,Yes,1,Male,48,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P196,1,Yes,0,Female,73,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P197,0,No,1,Male,39,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P198,0,No,0,Female,39,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P199,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P200,0,No,0,Female,52,0,No,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P201,1,Yes,1,Male,53,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P202,1,Yes,0,Female,54,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P203,1,Yes,1,Male,55,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P204,1,Yes,1,Male,57,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P205,0,No,0,Female,57,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P206,1,Yes,0,Female,59,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P207,0,No,0,Female,59,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P208,0,No,0,Female,60,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P209,1,Yes,1,Male,63,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P210,0,No,0,Female,63,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P211,1,Yes,1,Male,64,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P212,1,Yes,0,Female,66,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P213,1,Yes,1,Male,66,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P214,1,Yes,0,Female,67,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P215,1,Yes,1,Male,68,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P216,1,Yes,1,Male,69,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P217,1,Yes,0,Female,73,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P218,0,No,0,Female,74,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P219,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P220,1,Yes,0,Female,56,0,No,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P221,0,No,0,Female,59,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P222,0,No,1,Male,50,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P223,0,No,1,Male,55,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P224,0,No,0,Female,90,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P225,0,No,0,Female,67,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P226,0,No,0,Female,82,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P227,0,No,1,Male,28,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P228,1,Yes,0,Female,73,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P229,1,Yes,1,Male,57,0,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P230,0,No,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P231,1,Yes,1,Male,67,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P232,0,No,0,Female,56,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P233,0,No,0,Female,66,1,Yes,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P234,0,No,0,Female,26,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P235,0,No,1,Male,42,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P236,1,Yes,1,Male,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P237,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P238,1,Yes,1,Male,62,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P239,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P240,1,Yes,0,Female,80,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P241,1,Yes,1,Male,55,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P242,1,Yes,1,Male,38,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P243,1,Yes,1,Male,49,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P244,0,Yes,0,Female,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P245,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P246,0,No,1,Male,39,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P247,1,Yes,0,Female,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P248,1,Yes,0,Female,74,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P249,1,Yes,1,Male,29,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P250,1,Yes,0,Female,71,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P251,0,No,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P252,1,Yes,1,Male,69,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No
P253,1,Yes,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P254,1,Yes,1,Male,68,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P255,0,No,0,Female,60,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P256,0,No,1,Male,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P257,0,No,0,Female,50,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P258,0,No,0,Female,43,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P259,1,Yes,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P260,1,Yes,0,Female,28,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P261,1,Yes,0,Female,79,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P262,1,Yes,0,Female,32,0,No,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P263,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P264,1,Yes,0,Female,47,0,Yes,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P265,1,Yes,0,Female,50,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P266,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P267,0,No,1,Male,36,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P268,0,No,0,Female,88,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P269,0,No,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P270,0,No,0,Female,53,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P271,0,No,1,Male,46,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P272,0,No,1,Male,57,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P273,0,No,1,Male,56,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P274,0,No,0,Female,40,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P275,0,No,1,Male,50,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P276,0,No,1,Male,46,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P277,0,No,1,Male,47,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
